247.36499999999978,308.9550000000002,-1.0,134.805
247.36499999999978,308.9550000000002,-1.0,134.805
555.03,138.77999999999997,-1.0,365.17500000000024
555.03,33.78,-1.0,295.0050000000002
531.81,34.61,1.0,261.0050000000002
531.81,79.55999999999995,-1.0,364.0050000000003
508.5899999999999,259.3399999999999,-1.0,195.48499999999984
508.5899999999999,13.339999999999982,-1.0,344.2250000000003
624.69,317.39,1.0,125.82499999999976
752.4000000000002,131.62999999999977,1.0,137.43499999999977
485.3699999999999,199.1199999999999,-1.0,216.5349999999999
270.58499999999964,97.7749999999997,-1.0,120.99499999999972
601.47,361.6600000000001,1.0,123.6549999999998
775.6200000000002,150.01999999999975,1.0,191.5150000000001
775.6200000000002,152.67999999999984,1.0,51.87499999999985
694.3500000000001,139.27000000000004,-1.0,261.1750000000002
560.835,257.585,-1.0,234.36499999999995
340.2449999999997,11.994999999999784,-1.0,255.805
253.16999999999973,314.7600000000002,-1.0,134.805
560.835,148.58499999999998,-1.0,345.9550000000002
247.36499999999978,308.9550000000002,-1.0,134.805
543.42,250.83000000000004,1.0,47.65499999999982
555.03,120.77999999999997,-1.0,382.0050000000003
520.1999999999999,36.61,1.0,286.22500000000025
520.1999999999999,10.950000000000003,-1.0,307.0050000000003
485.3699999999999,287.1199999999999,-1.0,130.3849999999997
496.9799999999999,16.949999999999996,1.0,313.0050000000003
462.14999999999986,354.05000000000007,-1.0,57.994999999999735
467.95499999999987,246.70499999999987,-1.0,153.82499999999976
433.12499999999983,155.12500000000009,1.0,236.39500000000015
584.0550000000001,316.36499999999995,1.0,60.94499999999966
549.225,39.024999999999956,-1.0,306.05500000000023
560.835,135.41500000000002,1.0,147.02500000000003
526.0049999999999,147.75499999999994,-1.0,310.29500000000013
671.1300000000001,71.55999999999995,-1.0,239.90500000000014
502.7849999999999,328.36499999999995,-1.0,107.7749999999997
456.3449999999999,54.14499999999994,1.0,332.78500000000025
479.5649999999999,113.68500000000006,1.0,253.00500000000022
433.12499999999983,195.87499999999983,-1.0,184.26499999999982
450.53999999999985,76.28999999999985,-1.0,302.6850000000001
427.3199999999998,338.9300000000002,1.0,77.70499999999987
549.225,381.63500000000005,1.0,114.60499999999973
404.0999999999998,43.11999999999992,1.0,374.0050000000003
526.0049999999999,96.24500000000003,1.0,223.95500000000015
380.87999999999977,1.6299999999998462,-1.0,309.29500000000013
642.1050000000001,119.46500000000003,-1.0,316.83500000000026
357.65999999999974,222.59000000000017,1.0,263.2250000000002
282.19499999999965,164.02500000000003,1.0,373.0050000000003
764.0100000000002,378.8100000000003,-1.0,373.0050000000003
334.4399999999997,72.50999999999988,1.0,333.7350000000002
253.16999999999973,41.18999999999974,1.0,221.14499999999992
311.2199999999997,260.22,-1.0,10.604999999999805
700.1550000000002,267.585,1.0,128.26499999999982
282.19499999999965,360.6150000000003,-1.0,151.63500000000005
340.2449999999997,336.0050000000003,1.0,150.24500000000006
729.1800000000002,134.22000000000003,-1.0,244.51500000000016
462.1499999999999,144.44000000000005,1.0,219.90500000000014
375.07499999999976,77.75499999999994,1.0,379.6150000000003
578.25,51.55999999999997,-1.0,289.5650000000002
357.65999999999974,84.94999999999993,1.0,369.39500000000027
555.03,310.78,-1.0,177.26499999999982
334.4399999999997,217.76000000000016,1.0,293.22500000000025
671.1300000000001,252.7299999999999,1.0,84.3849999999997
311.2199999999997,27.40999999999979,1.0,277.02500000000003
317.0249999999997,313.90500000000014,-1.0,70.09499999999986
287.99999999999966,168.67999999999984,-1.0,46.774999999999714
758.2050000000002,58.384999999999714,1.0,64.18999999999971
293.80499999999967,234.95500000000018,1.0,316.22500000000025
752.4000000000002,310.42000000000024,-1.0,304.61500000000024
264.77999999999963,183.1199999999999,-1.0,14.774999999999757
276.38999999999965,15.13999999999971,-1.0,195.09499999999986
775.6200000000002,43.799999999999756,1.0,105.7749999999997
729.1800000000002,212.50999999999988,1.0,102.21499999999975
560.835,271.415,1.0,15.994999999999784
386.6849999999998,302.02500000000003,-1.0,11.774999999999757
537.615,150.63500000000005,1.0,139.02500000000003
369.26999999999975,178.62999999999977,-1.0,137.99499999999972
520.1999999999999,250.94999999999993,-1.0,198.70499999999987
357.65999999999974,304.59000000000026,1.0,182.68500000000012
642.1050000000001,303.195,1.0,105.82499999999976
473.75999999999993,95.61000000000001,1.0,275.5650000000002
299.6099999999997,363.2000000000003,-1.0,136.805
456.34499999999986,234.09499999999986,-1.0,152.82499999999976
282.19499999999965,168.02500000000003,1.0,377.0050000000003
572.445,326.97499999999997,1.0,59.94499999999966
572.4449999999999,187.195,-1.0,314.90500000000014
526.0049999999999,69.245,1.0,231.7850000000002
531.81,144.44000000000005,1.0,150.24500000000006
630.4950000000001,115.68500000000006,-1.0,301.4450000000003
